company,score,towns_cities,counties,routes,tags,linkedin_company_search_url,linkedin_jobs_search_url,linkedin_recruiter_search_url,linkedin_hiring_manager_search_url,outreach_reason,connection_note
Marshmallow Technology Ltd,78,['London'],[],['Skilled Worker'],"['tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=Marshmallow+Technology+Ltd,https://www.linkedin.com/jobs/search/?keywords=Marshmallow+Technology+Ltd+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=Marshmallow+Technology+Ltd+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=Marshmallow+Technology+Ltd+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in London.,"Hi, I noticed Marshmallow Technology Ltd is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Marshmallow Technology Ltd."
Matrix Technology Solutions Limited Halifax,78,['West Y'],['orkshire Worker (A rat'],['Skilled Worker'],"['services', 'tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=Matrix+Technology+Solutions+Limited+Halifax,https://www.linkedin.com/jobs/search/?keywords=Matrix+Technology+Solutions+Limited+Halifax+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=Matrix+Technology+Solutions+Limited+Halifax+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=Matrix+Technology+Solutions+Limited+Halifax+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in West Y.,"Hi, I noticed Matrix Technology Solutions Limited Halifax is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Matrix Technology Solutions Limite"
MGH Technology Solutions Ltd Cobh,78,['am G'],['B Worker (A'],['Skilled Worker'],"['services', 'tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=MGH+Technology+Solutions+Ltd+Cobh,https://www.linkedin.com/jobs/search/?keywords=MGH+Technology+Solutions+Ltd+Cobh+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=MGH+Technology+Solutions+Ltd+Cobh+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=MGH+Technology+Solutions+Ltd+Cobh+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in am G.,"Hi, I noticed MGH Technology Solutions Ltd Cobh is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at MGH Technology Solutions Ltd Cobh."
MINDPATH TECHNOLOGY LIMITED,78,['London'],[],['Skilled Worker'],"['tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=MINDPATH+TECHNOLOGY+LIMITED,https://www.linkedin.com/jobs/search/?keywords=MINDPATH+TECHNOLOGY+LIMITED+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=MINDPATH+TECHNOLOGY+LIMITED+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=MINDPATH+TECHNOLOGY+LIMITED+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in London.,"Hi, I noticed MINDPATH TECHNOLOGY LIMITED is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at MINDPATH TECHNOLOGY LIMITED."
Naina Technologies Ltd Lond,78,['on'],['Wor'],['Skilled Worker'],"['ai', 'tech']",https://www.linkedin.com/search/results/companies/?keywords=Naina+Technologies+Ltd+Lond,https://www.linkedin.com/jobs/search/?keywords=Naina+Technologies+Ltd+Lond+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=Naina+Technologies+Ltd+Lond+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=Naina+Technologies+Ltd+Lond+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in on.,"Hi, I noticed Naina Technologies Ltd Lond is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Naina Technologies Ltd Lond."
NET AI TECH LTD ED,78,['INBURGH'],['Scotland Wor'],['Skilled Worker'],"['ai', 'tech']",https://www.linkedin.com/search/results/companies/?keywords=NET+AI+TECH+LTD+ED,https://www.linkedin.com/jobs/search/?keywords=NET+AI+TECH+LTD+ED+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=NET+AI+TECH+LTD+ED+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=NET+AI+TECH+LTD+ED+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in INBURGH.,"Hi, I noticed NET AI TECH LTD ED is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at NET AI TECH LTD ED."
NEW TIMES TECHNOLOGY GROUP LIMITED,78,['London'],[],['Skilled Worker'],"['tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=NEW+TIMES+TECHNOLOGY+GROUP+LIMITED,https://www.linkedin.com/jobs/search/?keywords=NEW+TIMES+TECHNOLOGY+GROUP+LIMITED+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=NEW+TIMES+TECHNOLOGY+GROUP+LIMITED+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=NEW+TIMES+TECHNOLOGY+GROUP+LIMITED+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in London.,"Hi, I noticed NEW TIMES TECHNOLOGY GROUP LIMITED is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at NEW TIMES TECHNOLOGY GROUP LIMITED."
Nibble Technology Limited,78,['London'],[],['Skilled Worker'],"['tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=Nibble+Technology+Limited,https://www.linkedin.com/jobs/search/?keywords=Nibble+Technology+Limited+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=Nibble+Technology+Limited+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=Nibble+Technology+Limited+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in London.,"Hi, I noticed Nibble Technology Limited is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Nibble Technology Limited."
NOTHING TECHNOLOGY LIMITED,78,['London'],['Worker (A'],['Skilled Worker'],"['tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=NOTHING+TECHNOLOGY+LIMITED,https://www.linkedin.com/jobs/search/?keywords=NOTHING+TECHNOLOGY+LIMITED+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=NOTHING+TECHNOLOGY+LIMITED+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=NOTHING+TECHNOLOGY+LIMITED+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in London.,"Hi, I noticed NOTHING TECHNOLOGY LIMITED is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at NOTHING TECHNOLOGY LIMITED."
Optometric Technology Group Ltd,78,['London'],[],['Skilled Worker'],"['tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=Optometric+Technology+Group+Ltd,https://www.linkedin.com/jobs/search/?keywords=Optometric+Technology+Group+Ltd+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=Optometric+Technology+Group+Ltd+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=Optometric+Technology+Group+Ltd+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in London.,"Hi, I noticed Optometric Technology Group Ltd is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Optometric Technology Group Ltd."
Otta Technology Limited t/a Otta,78,['London'],['Wor'],['Skilled Worker'],"['tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=Otta+Technology+Limited+t%2Fa+Otta,https://www.linkedin.com/jobs/search/?keywords=Otta+Technology+Limited+t%2Fa+Otta+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=Otta+Technology+Limited+t%2Fa+Otta+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=Otta+Technology+Limited+t%2Fa+Otta+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in London.,"Hi, I noticed Otta Technology Limited t/a Otta is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Otta Technology Limited t/a Otta."
Ozone Financial Technology Limited,78,['London'],[],['Skilled Worker'],"['tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=Ozone+Financial+Technology+Limited,https://www.linkedin.com/jobs/search/?keywords=Ozone+Financial+Technology+Limited+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=Ozone+Financial+Technology+Limited+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=Ozone+Financial+Technology+Limited+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in London.,"Hi, I noticed Ozone Financial Technology Limited is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Ozone Financial Technology Limited."
Palmer Energy Technology Limited,78,['London'],[],['Skilled Worker'],"['tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=Palmer+Energy+Technology+Limited,https://www.linkedin.com/jobs/search/?keywords=Palmer+Energy+Technology+Limited+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=Palmer+Energy+Technology+Limited+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=Palmer+Energy+Technology+Limited+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in London.,"Hi, I noticed Palmer Energy Technology Limited is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Palmer Energy Technology Limited."
PERSE TECHNOLOGY LIMITED,78,['LONDON'],[],['Skilled Worker'],"['tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=PERSE+TECHNOLOGY+LIMITED,https://www.linkedin.com/jobs/search/?keywords=PERSE+TECHNOLOGY+LIMITED+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=PERSE+TECHNOLOGY+LIMITED+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=PERSE+TECHNOLOGY+LIMITED+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in LONDON.,"Hi, I noticed PERSE TECHNOLOGY LIMITED is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at PERSE TECHNOLOGY LIMITED."
PIRAI INFOTECH LIMITED,78,['Bracknell'],['Wor'],['Skilled Worker'],"['ai', 'tech']",https://www.linkedin.com/search/results/companies/?keywords=PIRAI+INFOTECH+LIMITED,https://www.linkedin.com/jobs/search/?keywords=PIRAI+INFOTECH+LIMITED+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=PIRAI+INFOTECH+LIMITED+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=PIRAI+INFOTECH+LIMITED+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in Bracknell.,"Hi, I noticed PIRAI INFOTECH LIMITED is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at PIRAI INFOTECH LIMITED."
Poli Technology Solutions Limited,78,['Southend-On-Sea'],['Essex Worke'],['Skilled Worker'],"['services', 'tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=Poli+Technology+Solutions+Limited,https://www.linkedin.com/jobs/search/?keywords=Poli+Technology+Solutions+Limited+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=Poli+Technology+Solutions+Limited+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=Poli+Technology+Solutions+Limited+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in Southend-On-Sea.,"Hi, I noticed Poli Technology Solutions Limited is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Poli Technology Solutions Limited."
Protech Stainless Ltd,78,['Bedford'],[],['Skilled Worker'],"['ai', 'tech']",https://www.linkedin.com/search/results/companies/?keywords=Protech+Stainless+Ltd,https://www.linkedin.com/jobs/search/?keywords=Protech+Stainless+Ltd+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=Protech+Stainless+Ltd+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=Protech+Stainless+Ltd+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in Bedford.,"Hi, I noticed Protech Stainless Ltd is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Protech Stainless Ltd."
PUREAN SOLUTIONS AND TECHNOLOGY LTD Milt,78,['on Keynes'],['Worker (A'],['Skilled Worker'],"['services', 'tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=PUREAN+SOLUTIONS+AND+TECHNOLOGY+LTD+Milt,https://www.linkedin.com/jobs/search/?keywords=PUREAN+SOLUTIONS+AND+TECHNOLOGY+LTD+Milt+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=PUREAN+SOLUTIONS+AND+TECHNOLOGY+LTD+Milt+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=PUREAN+SOLUTIONS+AND+TECHNOLOGY+LTD+Milt+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in on Keynes.,"Hi, I noticed PUREAN SOLUTIONS AND TECHNOLOGY LTD Milt is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at PUREAN SOLUTIONS AND TECHNOLOGY LTD M"
RAA TECHNOLOGY SOLUTIONS LTD Bam,78,['ber Bridge Lan'],['cashire Worker (A'],['Skilled Worker'],"['services', 'tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=RAA+TECHNOLOGY+SOLUTIONS+LTD+Bam,https://www.linkedin.com/jobs/search/?keywords=RAA+TECHNOLOGY+SOLUTIONS+LTD+Bam+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=RAA+TECHNOLOGY+SOLUTIONS+LTD+Bam+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=RAA+TECHNOLOGY+SOLUTIONS+LTD+Bam+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in ber Bridge Lan.,"Hi, I noticed RAA TECHNOLOGY SOLUTIONS LTD Bam is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at RAA TECHNOLOGY SOLUTIONS LTD Bam."
Raitech It Servces/trainings Ltd,78,['Ipswich'],['Worker'],['Skilled Worker'],"['ai', 'tech']",https://www.linkedin.com/search/results/companies/?keywords=Raitech+It+Servces%2Ftrainings+Ltd,https://www.linkedin.com/jobs/search/?keywords=Raitech+It+Servces%2Ftrainings+Ltd+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=Raitech+It+Servces%2Ftrainings+Ltd+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=Raitech+It+Servces%2Ftrainings+Ltd+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in Ipswich.,"Hi, I noticed Raitech It Servces/trainings Ltd is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Raitech It Servces/trainings Ltd."
RateGain Technologies Limited L,78,['ondon'],['Worker'],"['Skilled Worker', 's Mobility: Senior or Specialist Worker']","['ai', 'tech']",https://www.linkedin.com/search/results/companies/?keywords=RateGain+Technologies+Limited+L,https://www.linkedin.com/jobs/search/?keywords=RateGain+Technologies+Limited+L+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=RateGain+Technologies+Limited+L+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=RateGain+Technologies+Limited+L+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in ondon.,"Hi, I noticed RateGain Technologies Limited L is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at RateGain Technologies Limited L."
Ravelin Technology Limited,78,['London'],[],['Skilled Worker'],"['tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=Ravelin+Technology+Limited,https://www.linkedin.com/jobs/search/?keywords=Ravelin+Technology+Limited+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=Ravelin+Technology+Limited+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=Ravelin+Technology+Limited+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in London.,"Hi, I noticed Ravelin Technology Limited is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Ravelin Technology Limited."
Red Technology Solutions Limited,78,['Witney'],['Oxfordshire Wo'],['Skilled Worker'],"['services', 'tech', 'technology']",https://www.linkedin.com/search/results/companies/?keywords=Red+Technology+Solutions+Limited,https://www.linkedin.com/jobs/search/?keywords=Red+Technology+Solutions+Limited+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=Red+Technology+Solutions+Limited+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=Red+Technology+Solutions+Limited+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in Witney.,"Hi, I noticed Red Technology Solutions Limited is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at Red Technology Solutions Limited."
RedCloud Technologies Ltd,78,['London'],['London Wo'],"['Skilled Worker', 'lobal Business Mobility: Senior or Specialist Worker']","['cloud', 'tech']",https://www.linkedin.com/search/results/companies/?keywords=RedCloud+Technologies+Ltd,https://www.linkedin.com/jobs/search/?keywords=RedCloud+Technologies+Ltd+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=RedCloud+Technologies+Ltd+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=RedCloud+Technologies+Ltd+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in London.,"Hi, I noticed RedCloud Technologies Ltd is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at RedCloud Technologies Ltd."
RENAISSANCE INFOTECH LIMITED W,78,['allington'],['Worker'],['Skilled Worker'],"['ai', 'tech']",https://www.linkedin.com/search/results/companies/?keywords=RENAISSANCE+INFOTECH+LIMITED+W,https://www.linkedin.com/jobs/search/?keywords=RENAISSANCE+INFOTECH+LIMITED+W+Generative+AI+Engineer+OR+Applied+AI+Engineer+OR+AI+Software+Engineer+OR+Backend+Engineer+OR+Python+Engineer+OR+Full+Stack+Engineer,https://www.linkedin.com/search/results/people/?keywords=RENAISSANCE+INFOTECH+LIMITED+W+Technical+Recruiter+OR+Engineering+Recruiter+OR+Talent+Acquisition+OR+Internal+Recruiter,https://www.linkedin.com/search/results/people/?keywords=RENAISSANCE+INFOTECH+LIMITED+W+Engineering+Manager+OR+Head+of+Engineering+OR+Head+of+AI+OR+CTO,The company name suggests a technology or product-oriented business. It is already licensed for the Skilled Worker route. It has a listed presence in allington.,"Hi, I noticed RENAISSANCE INFOTECH LIMITED W is a licensed sponsor. I’m a UK-based applied AI/software engineer with 3+ years in Python, FastAPI, React, and production AI systems. I’d value connecting and learning about relevant engineering openings at RENAISSANCE INFOTECH LIMITED W."
